Twitter_Handle,Tweet_Text,Tweet_URL,Tweet_Date
@Pfiya,What an inspiring #data17 talk from Talithia Williams https://t.co/2ev9lFfA1t,http://twitter.com/Pfiya/status/917521082021580800,"October 09, 2017 at 06:44PM"
@databrit,"RT @ealexdixon: Ready for what looks to be a ï’£ Data+Women panel with @databrit and @datachloe.#data17 https://t.co/0kmkgoY2Sc",http://twitter.com/databrit/status/917521130801348608,"October 09, 2017 at 06:44PM"
@ealexdixon,"Why am I attending the Data+Women panel? Because we should all support gender equality.#data17",http://twitter.com/ealexdixon/status/917521253396733952,"October 09, 2017 at 06:44PM"
@infacloud,".@Informatica Proud to Take Home Two @Datanami 2017 Readerâ€™s Choice Awards https://t.co/wl4tG83HHU #Data17 #DataCatalog",http://twitter.com/infacloud/status/917521304420528128,"October 09, 2017 at 06:45PM"
@amsphotog,@tableau #data17 Early Learning Coalitions love data! https://t.co/b9ti81Sjk6,http://twitter.com/amsphotog/status/917521469575389184,"October 09, 2017 at 06:45PM"
@pavanid,Wondering what is the gender disparity among ##Data17...... we need data #datapluswomen,http://twitter.com/pavanid/status/917521488374243330,"October 09, 2017 at 06:45PM"
@JillyWoo123,#datapluswomen #TC17 #Data17 #VegasStrong âù_ï¸èï“ˆï“_ https://t.co/Evc4ZTUoe4,http://twitter.com/JillyWoo123/status/917521604376068097,"October 09, 2017 at 06:46PM"
@gedunnington,#data17,http://twitter.com/gedunnington/status/917521865802788864,"October 09, 2017 at 06:47PM"
@TeknionDS,Wondering where Teknion employees are at #Data17? Look for the neon orange! Here's the first posting ofâ€_ https://t.co/qlHwLbRRod,http://twitter.com/TeknionDS/status/917522190798544896,"October 09, 2017 at 06:48PM"
@ericchuah,Inspiring talk Dr. Talithia Williams #data17,http://twitter.com/ericchuah/status/917522292166377477,"October 09, 2017 at 06:48PM"
@MagsMagsK,My favourite event âù_ï¸è #data17 #DataPlusWomen https://t.co/KQ2Akvz4po,http://twitter.com/MagsMagsK/status/917522568336117760,"October 09, 2017 at 06:50PM"
@SpotOn_DRTV,Following a great talk by Dr Talitha Williams with Data+Women #data17,http://twitter.com/SpotOn_DRTV/status/917523100815712256,"October 09, 2017 at 06:52PM"
@DataHeather,Become a mentor and uplift the next generation. #DoGoodWithData #data17 https://t.co/RsjfQuF2DV,http://twitter.com/DataHeather/status/917523218113499136,"October 09, 2017 at 06:52PM"
@AlteryxRaman,@JackofAllTr8s @kbedore4 #data17 and I will be wowed - I am certain!,http://twitter.com/AlteryxRaman/status/917523279300091904,"October 09, 2017 at 06:52PM"
@ktfontno,Cheers to last year's flair!  Time to get some more! #data17 https://t.co/6muRJLDu7X,http://twitter.com/ktfontno/status/917523366340304897,"October 09, 2017 at 06:53PM"
@dataimprint,@TriMyData @VizWizBI @tableaupublic @tableau #makeovermonday fun challenge. #data17 https://t.co/qdKAH6a2me,http://twitter.com/dataimprint/status/917523466177306624,"October 09, 2017 at 06:53PM"
@ElliottMB,Day 1 of  #data17 has been amazing-excited to check out Data Villiage in a little over an hour! https://t.co/Z54SHzIN70,http://twitter.com/ElliottMB/status/917523599501570048,"October 09, 2017 at 06:54PM"
@ajforrester75,RT @DataHeather: Become a mentor and uplift the next generation. #DoGoodWithData #data17 https://t.co/RsjfQuF2DV,http://twitter.com/ajforrester75/status/917523671412908032,"October 09, 2017 at 06:54PM"
@aternes13,ï‘ç #data17 https://t.co/3cYOD4YMeH,http://twitter.com/aternes13/status/917523768183971840,"October 09, 2017 at 06:54PM"
@ilimansfield,At Tableau Conference but thirsty for water #data17,http://twitter.com/ilimansfield/status/917523831358554112,"October 09, 2017 at 06:55PM"
@gabbygabs__,RT @breeeeelyn: We out here at #Data17! #WeAreDataPeople https://t.co/TnVMaM0fZe,http://twitter.com/gabbygabs__/status/917523952154533888,"October 09, 2017 at 06:55PM"
@jazzy88keys,@tableau #datapluswomen #data17 https://t.co/3vVvZ8lPgx,http://twitter.com/jazzy88keys/status/917524025923928064,"October 09, 2017 at 06:55PM"
@jurylady5,RT @xlth: Data Science Toolbox: How to use #R with #Tableau? #data17 #tutorial #protip https://t.co/0rnh9slIKp https://t.co/vdHipbW79u,http://twitter.com/jurylady5/status/917524056655634432,"October 09, 2017 at 06:55PM"
@mdivya516,RT @alteryx: How many times have you been to the @tableau conference? RT and let us know the number of times you've been toâ€_ https://t.co/2BSi3oGj2y,http://twitter.com/mdivya516/status/917524075039223809,"October 09, 2017 at 06:56PM"
@ajforrester75,"RT @ealexdixon: Why am I attending the Data+Women panel? Because we should all support gender equality.#data17",http://twitter.com/ajforrester75/status/917524126859792386,"October 09, 2017 at 06:56PM"
@trinalytics,"2 years ago, i think there were 65 people in a conference room around tables.  How many in this room?â€_ https://t.co/x3igiZwRIE",http://twitter.com/trinalytics/status/917524217272209408,"October 09, 2017 at 06:56PM"
@CoreyJ34,"RT @TriMyData: We're live in #Vegas at #data17. Your #MakeoverMonday data is now ready at https://t.co/diL2XOnFSGHave fun! https://t.co/aS69GClMMS",http://twitter.com/CoreyJ34/status/917524361027887104,"October 09, 2017 at 06:57PM"
@rebeccajmarsha,A good dashboard should make you â€œwant to turn the iPad aroundâ€ùâ€”it should be something your user wants to see; not you. #data17,http://twitter.com/rebeccajmarsha/status/917524431357878272,"October 09, 2017 at 06:57PM"
@jlctme,Talithia Williams just blew it out of the water. #Data17 âù_ï¸è this. #DataDrivenPregnancy ...,http://twitter.com/jlctme/status/917524464253808640,"October 09, 2017 at 06:57PM"
@TableauTiff,Packed house for #Data17 #DataPlusWomen https://t.co/hOjUCUDOPU,http://twitter.com/TableauTiff/status/917524495199494144,"October 09, 2017 at 06:57PM"
@kajepo,Kicking off #Data17 with my fav event #DataPlusWomen with two of my fav #DataLadies @databrit &amp; @datachloe! https://t.co/R7VNVVDRRl,http://twitter.com/kajepo/status/917524636040028160,"October 09, 2017 at 06:58PM"
@mdivya516,RT @TeknionDS: Come by booth 237 tonight at #data17 and you could win free consulting with zen masters @WindsCogley or @VizPainterâ€_ https://t.co/8UcLNAmjWc,http://twitter.com/mdivya516/status/917524653136113664,"October 09, 2017 at 06:58PM"
@cmujica,RT @aleinchains: Day 1 - Tableau Conference 2017 #tc17 #data17 https://t.co/EsMKHi81Jq,http://twitter.com/cmujica/status/917524734748717056,"October 09, 2017 at 06:58PM"
@msappel,Long lines for #data+women at #data17. Including many men. This is a great sign. https://t.co/V9KPdDezJf,http://twitter.com/msappel/status/917524813849141248,"October 09, 2017 at 06:58PM"
@NymBug,RT @msappel: Is data a noun or a verb? Q for @Dr_TalithiaW at #data17 - she is so brave in her answer #datafromdata . My tribe.,http://twitter.com/NymBug/status/917524832358604800,"October 09, 2017 at 06:59PM"
@ilimansfield,#data17 this talk was amazing! https://t.co/tnY06zUIk7,http://twitter.com/ilimansfield/status/917524862976929793,"October 09, 2017 at 06:59PM"
@mdivya516,"RT @datachloe: We're excited to kick off the #DataPlusWomen event at #Data17. See you there at 4 pm PDT! ï__ Be sure to take a selâ€_ https://t.co/ZBUUBpPLQn",http://twitter.com/mdivya516/status/917524951992647680,"October 09, 2017 at 06:59PM"
@navifiora,Empezando el #datapluswomen #data17 https://t.co/GcW1Z2wN7y,http://twitter.com/navifiora/status/917525413538054144,"October 09, 2017 at 07:01PM"
@DrSinBin,Loved @Dr_TalithiaW's #data17 keynote. Very authentic and inspiring. Now almost time for Data + Women! https://t.co/eKRzQ290pT,http://twitter.com/DrSinBin/status/917525433360322560,"October 09, 2017 at 07:01PM"
@brandiehatch,Excited for #datapluswomen at #TC17 #data17 https://t.co/D3CNzIIsCx,http://twitter.com/brandiehatch/status/917525472388321280,"October 09, 2017 at 07:01PM"
@pavanid,Count down to #data17 #datapluswomen with awesome @databrit and @datachloe https://t.co/ImpGpHWoSd,http://twitter.com/pavanid/status/917525591238123520,"October 09, 2017 at 07:02PM"
@jordanscott__,Show time ï˜ç #datapluswomen #data17 https://t.co/oP35gGzysS,http://twitter.com/jordanscott__/status/917525824441421824,"October 09, 2017 at 07:02PM"
@DNAnalytics,So happy to be at #data17 with @WizardOfViz! https://t.co/JYGKIN9VwN,http://twitter.com/DNAnalytics/status/917525847124217857,"October 09, 2017 at 07:03PM"
@ilimansfield,#data17 excited for this to start! https://t.co/An1uS3XS92,http://twitter.com/ilimansfield/status/917525899074879488,"October 09, 2017 at 07:03PM"
@TableauTiff,"Look out gents, the girls are back in town!#Data17 presents #DataPlusWomen. https://t.co/GUG4ljDsYm",http://twitter.com/TableauTiff/status/917525938723631104,"October 09, 2017 at 07:03PM"
@ckgbear,@emccrack you should be hereeeee!! #data17 https://t.co/FxwRIz3aLr,http://twitter.com/ckgbear/status/917525958717870080,"October 09, 2017 at 07:03PM"
@LilithSCrane,Hey @tableau what are you tracking? #data17 https://t.co/4Urb4nJlBF,http://twitter.com/LilithSCrane/status/917526057053331456,"October 09, 2017 at 07:03PM"
@DerangedVisions,Woohoo!!!#data17 #tc17 https://t.co/9sSqXSrfjX,http://twitter.com/DerangedVisions/status/917526086451216385,"October 09, 2017 at 07:04PM"
@TableauTiff,RT @jordanscott__: Show time ï˜ç #datapluswomen #data17 https://t.co/oP35gGzysS,http://twitter.com/TableauTiff/status/917526111847723008,"October 09, 2017 at 07:04PM"
@ealexdixon,"RT @TableauTiff: Look out gents, the girls are back in town!#Data17 presents #DataPlusWomen. https://t.co/GUG4ljDsYm",http://twitter.com/ealexdixon/status/917526176133869568,"October 09, 2017 at 07:04PM"
@BitKitteh,Let's go! DataPlusWomen #Tableau #tc17 #data17 https://t.co/KQxIFg8ChK,http://twitter.com/BitKitteh/status/917526267871731712,"October 09, 2017 at 07:04PM"
@WizardOfViz,@DNAnalytics #data17 Let the fun begin! https://t.co/Ii458El8vX,http://twitter.com/WizardOfViz/status/917526436499439616,"October 09, 2017 at 07:05PM"
@shawnevandeusen,Excited to begin ##Data17 with #DataPlusWomen https://t.co/kaZPHzWVgf,http://twitter.com/shawnevandeusen/status/917526484654288896,"October 09, 2017 at 07:05PM"
@JillyWoo123,"5!!! After missing last year, back in it soaking up server knowledge #data17 @tableau #TC17 https://t.co/vrkDQX4zS7",http://twitter.com/JillyWoo123/status/917526490635370497,"October 09, 2017 at 07:05PM"
@auditchic,Moving data analytics forward with girl power. #datapluswomen. #data17 #empoweraudit. https://t.co/qjyIQ4hKFE,http://twitter.com/auditchic/status/917526508163362817,"October 09, 2017 at 07:05PM"
@effectual1,RT @MelindaMcClure: Enjoying #datapluswomen at the Tableau Conference with these @AccentureFed data gals! @sue_grist #data17 https://t.co/VYiXe4pRYB,http://twitter.com/effectual1/status/917526629013798912,"October 09, 2017 at 07:06PM"
@joannaaa,Here we go! #datapluswomen #data17,http://twitter.com/joannaaa/status/917526959768268800,"October 09, 2017 at 07:07PM"
@BecomingDataSci,"So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/BecomingDataSci/status/917526973777190912,"October 09, 2017 at 07:07PM"
@DecisionViz,just spotted flying high #soar with @tableau #data17 #datahero https://t.co/eRQeguHuLi https://t.co/RRClG4p9Ju,http://twitter.com/DecisionViz/status/917527113829355520,"October 09, 2017 at 07:08PM"
@andrea_elsdon,Women+Data #data17 https://t.co/zwVZcuut75,http://twitter.com/andrea_elsdon/status/917527146561540097,"October 09, 2017 at 07:08PM"
@SpotOn_DRTV,@datachloe &amp;@databrit #DataPlusWomen ï‘è #data17,http://twitter.com/SpotOn_DRTV/status/917527286609350656,"October 09, 2017 at 07:08PM"
@albertocairo,"RT @BecomingDataSci: So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/albertocairo/status/917527482210947077,"October 09, 2017 at 07:09PM"
@BrittanyLPaxman,Watching the founders of She Talks Data at #datapluswomen. This session has grown from 50 to the huge conference room here at #data17.,http://twitter.com/BrittanyLPaxman/status/917527526787899393,"October 09, 2017 at 07:09PM"
@TableauTiff,"Live from #data17, @databrit and @datachloe take the stage and thank these 6 gems! #DataPlusWomenâ€_ https://t.co/vnLiIB8qvn",http://twitter.com/TableauTiff/status/917527634422112256,"October 09, 2017 at 07:10PM"
@judywawira,"RT @BecomingDataSci: So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/judywawira/status/917527643473489923,"October 09, 2017 at 07:10PM"
@pavanid,Team behind #datapluswomen #data17 https://t.co/2oYxPc1E59,http://twitter.com/pavanid/status/917527786260017153,"October 09, 2017 at 07:10PM"
@Sanyarts,#datapluswomen meet up at ##Data17 https://t.co/AgToWthMTM,http://twitter.com/Sanyarts/status/917527790722920449,"October 09, 2017 at 07:10PM"
@BitKitteh,RT @josh_tapley: @tableau @sarahlovesdata @datachloe @Nisa_mara @maraki_ketema Behind the scenes photo! #data17 #DataPlusWomen https://t.co/FVCqafiv9m,http://twitter.com/BitKitteh/status/917527821601325056,"October 09, 2017 at 07:10PM"
@shawnevandeusen,The beginning of #DataPlusWomen #DATA17 https://t.co/Qz583KzZQk,http://twitter.com/shawnevandeusen/status/917527912827334656,"October 09, 2017 at 07:11PM"
@msappel,And thanks for introducing me to @SheTalksData #datapluswomen and #data17 https://t.co/XXOy95aCMK,http://twitter.com/msappel/status/917527949003284481,"October 09, 2017 at 07:11PM"
@MizBluitt,"RT @tableau: If you help your child to be data savvy, this can really pay dividends. @Dr_TalithiaW #data17 https://t.co/rO3vSAgFsf",http://twitter.com/MizBluitt/status/917527963016429568,"October 09, 2017 at 07:11PM"
@lewandog,RT @DGM885: Stop by our booth and get a pair of dataviz socks. #Data17 #InterWorks https://t.co/pC1KWbQCzW,http://twitter.com/lewandog/status/917528069669232640,"October 09, 2017 at 07:11PM"
@D8taninja,Great to see you on stage at the Tableau Conference #data17 @datachloe during the #DataPlusWomen!!!! https://t.co/4KgHYAjNx2,http://twitter.com/D8taninja/status/917528099780038656,"October 09, 2017 at 07:12PM"
@TableauTiff,Tableau #datapluswomen virtual user group now 2000+ and growing. #data17 #SheInspires,http://twitter.com/TableauTiff/status/917528149461655552,"October 09, 2017 at 07:12PM"
@BitKitteh,@maraki_ketema awesome job kicking off #datapluswomen! Love seeing you on stage again ï˜_ #data17 #tc17,http://twitter.com/BitKitteh/status/917528186283364352,"October 09, 2017 at 07:12PM"
@threatleveldusk,Iâ€™m tryna see that visualization about The Office #SchruteFarmsStandUp #data17 #datapluswomen,http://twitter.com/threatleveldusk/status/917528209406562305,"October 09, 2017 at 07:12PM"
@rakeshnagpal,#Data17 #TC17 @ Mandalay Bay Resort and Casino https://t.co/kowf3ApGqY,http://twitter.com/rakeshnagpal/status/917528304336330753,"October 09, 2017 at 07:12PM"
@richturn_ms,RT @BitKitteh: Let's go! DataPlusWomen #Tableau #tc17 #data17 https://t.co/KQxIFg8ChK,http://twitter.com/richturn_ms/status/917528339337797632,"October 09, 2017 at 07:12PM"
@TableauTiff,"Round of applause to all the men supporting the #DataPlusWomen movement!#data17",http://twitter.com/TableauTiff/status/917528352201728000,"October 09, 2017 at 07:13PM"
@BrittanyLPaxman,Inspiring session by She Talks Data! #datapluswomen #data17 https://t.co/TFYzznNrhO,http://twitter.com/BrittanyLPaxman/status/917528362679021568,"October 09, 2017 at 07:13PM"
@BesoElbakidze,".@tableau + Partners as @aselipsky talks about best analytics platform.#data17 https://t.co/7hxiCcDBwT",http://twitter.com/BesoElbakidze/status/917528413488816128,"October 09, 2017 at 07:13PM"
@Crewwoman6,So empowering to see how many women there are in the data field. #datapluswomen #data17,http://twitter.com/Crewwoman6/status/917528598189240320,"October 09, 2017 at 07:13PM"
@joannaaa,"Okay, new goal for the next 12 months. Enter a #ironviz contest. #datapluswomen #data17",http://twitter.com/joannaaa/status/917528604233285632,"October 09, 2017 at 07:14PM"
@mljacobs,If your team uses @tableau for #marketing #analytics (and you're at #DATA17) visit Booth 325. @AlightAnalytics can save you 1000s of hours.,http://twitter.com/mljacobs/status/917528892033912832,"October 09, 2017 at 07:15PM"
@vtlozano,Yes. Yes we are. #Data17 #tc17 @ Mandalay Bay Resort and Casino https://t.co/rFOM6GOqVe,http://twitter.com/vtlozano/status/917528936879288320,"October 09, 2017 at 07:15PM"
@dataimprint,Women + Data #data17 #tc17 #datapluswomen inspirational women in data. https://t.co/MoGj3pmIyR,http://twitter.com/dataimprint/status/917528987538096128,"October 09, 2017 at 07:15PM"
@jason_from_ky,"RT @HelioCampus: If you are at #data17 &amp; interested in #highered or #DataScience, join @BecomingDataSci today @5:15pm in the Data Village @ Welcome Reception",http://twitter.com/jason_from_ky/status/917529002646028288,"October 09, 2017 at 07:15PM"
@BitKitteh,@maraki_ketema Awesome job hosting #datapluswomen. Love seeing you on stage again! #tc17 #data17,http://twitter.com/BitKitteh/status/917529146229538816,"October 09, 2017 at 07:16PM"
@DecisiveData,#data17 - Stop by Booth 125 for a 15 minute whiteboard session with a data viz pro! https://t.co/uLiaXT1E4a,http://twitter.com/DecisiveData/status/917529231944380416,"October 09, 2017 at 07:16PM"
@msappel,Yahoo! More @Dr_TalithiaW at the #datapluswomen session at #data17,http://twitter.com/msappel/status/917529445606465536,"October 09, 2017 at 07:17PM"
@DanRMonty,"Hey, meet @dimoobrazny, the new @tableau top dog at @amazon &amp; @AbeBooks. He's at #data17, so say hi (he's super talâ€_ https://t.co/T70k2BtswT",http://twitter.com/DanRMonty/status/917529465604812800,"October 09, 2017 at 07:17PM"
@josh_tapley,RT @D8taninja: Great to see you on stage at the Tableau Conference #data17 @datachloe during the #DataPlusWomen!!!! https://t.co/4KgHYAjNx2,http://twitter.com/josh_tapley/status/917529472030580736,"October 09, 2017 at 07:17PM"
@BrittanyLPaxman,"Dr. Talithia Williams, math and data expert and inspiring leader at #datapluswomen #data17 https://t.co/JKk8xLQCrQ",http://twitter.com/BrittanyLPaxman/status/917529478842146817,"October 09, 2017 at 07:17PM"
@tableau,.@lilygc Awesome viz! Hope to see you next year! Watch #data17 live here- https://t.co/YCiHwpOzml,http://twitter.com/tableau/status/917529546395738113,"October 09, 2017 at 07:17PM"
@bodrogligeti,"RT @BrittanyLPaxman: Dr. Talithia Williams, math and data expert and inspiring leader at #datapluswomen #data17 https://t.co/JKk8xLQCrQ",http://twitter.com/bodrogligeti/status/917529572228210688,"October 09, 2017 at 07:17PM"
@jifsmom,@WFP @Wael_Attia presenting @WFPVAM #BigData #innovations @ #data17 Thanks to @nealmyrick &amp; @tableau Foundation forâ€_ https://t.co/KKmlmDsX1t,http://twitter.com/jifsmom/status/917529681808773120,"October 09, 2017 at 07:18PM"
@thsmadison,"RT @neshybara: #wearedatapeople excited to see Talithia Williams speak at #data17! Standing room only, overflow capacity! We loveâ€_ https://t.co/lcJ46uE2z8",http://twitter.com/thsmadison/status/917529828533743616,"October 09, 2017 at 07:18PM"
@TableauTiff,"#Data17 pro tip:Hang your conf badge on the interior door handle to your hotel room each night so you don't forget it the next morning.",http://twitter.com/TableauTiff/status/917529833743118336,"October 09, 2017 at 07:18PM"
@DataEnthusiast,RT @alteryx: How many times have you been to the @tableau conference? RT and let us know the number of times you've been toâ€_ https://t.co/2BSi3oGj2y,http://twitter.com/DataEnthusiast/status/917529839661387776,"October 09, 2017 at 07:18PM"
@jaysengillespie,Seize the day.  Seize the night.  But most definitely seize the data!  #data17 https://t.co/sLvowdDyn7,http://twitter.com/jaysengillespie/status/917529956632059905,"October 09, 2017 at 07:19PM"
@SimonBeaumont04,This weeks #BestNewTableauSkill is #data17 themed &amp; I share how to change the whisker setting on a @tableau box ploâ€_ https://t.co/HtZlkgU9bm,http://twitter.com/SimonBeaumont04/status/917530192217870336,"October 09, 2017 at 07:20PM"
@kajepo,"Ladies of @SheTalksData, @databrit &amp; @datachloe, recognizing these fab women in starting the #DataPlusWomen communiâ€_ https://t.co/PTwHTEcJnD",http://twitter.com/kajepo/status/917530224480235520,"October 09, 2017 at 07:20PM"
@shawnevandeusen,.@Dr_TalithiaW tells her story at #datapluswomen #DATA17 https://t.co/Z647OkACSF,http://twitter.com/shawnevandeusen/status/917530245053399040,"October 09, 2017 at 07:20PM"
@trinalytics,#datapluswomen... anyone interested in a Denver or CO chapter?  #data17,http://twitter.com/trinalytics/status/917530258718343168,"October 09, 2017 at 07:20PM"
@TeknionDS,#Data17 tip: Was the session you desired full? No worries - join the standby line and youâ€™ll get a spot when people donâ€™t show up.,http://twitter.com/TeknionDS/status/917530316465594368,"October 09, 2017 at 07:20PM"
@trinalytics,"RT @TableauTiff: Round of applause to all the men supporting the #DataPlusWomen movement!#data17",http://twitter.com/trinalytics/status/917530357477421056,"October 09, 2017 at 07:20PM"
@eleanorpd,RT @pavanid: Team behind #datapluswomen #data17 https://t.co/2oYxPc1E59,http://twitter.com/eleanorpd/status/917530437693579264,"October 09, 2017 at 07:21PM"
@shawnevandeusen,"RT @kajepo: Ladies of @SheTalksData, @databrit &amp; @datachloe, recognizing these fab women in starting the #DataPlusWomen communiâ€_ https://t.co/PTwHTEcJnD",http://twitter.com/shawnevandeusen/status/917530634444091392,"October 09, 2017 at 07:22PM"
@BrittanyLPaxman,Dr. Williams talks about her first stats conference when other attendees thought she was at the wrong conference. #datapluswomen #data17,http://twitter.com/BrittanyLPaxman/status/917530643952672768,"October 09, 2017 at 07:22PM"
@thsmadison,RT @tableau: #MakeoverMonday has begun! Not at #data17? We've got you covered! Join virtually &amp; get the data set here:â€_ https://t.co/RfVFbxDCGp,http://twitter.com/thsmadison/status/917530714001727489,"October 09, 2017 at 07:22PM"
@BigData_Themen,RT tableau: .lilygc Awesome viz! Hope to see you next year! Watch #data17 live here- https://t.co/ytkzF2zqbX,http://twitter.com/BigData_Themen/status/917530744326586368,"October 09, 2017 at 07:22PM"
@shawnevandeusen,"RT @BrittanyLPaxman: Dr. Talithia Williams, math and data expert and inspiring leader at #datapluswomen #data17 https://t.co/JKk8xLQCrQ",http://twitter.com/shawnevandeusen/status/917530796939919360,"October 09, 2017 at 07:22PM"
@BrittanyLPaxman,Important to invite people to the table when in a position to do so. -Dr. Williams at #datapluswomen #data17,http://twitter.com/BrittanyLPaxman/status/917531067807961093,"October 09, 2017 at 07:23PM"
@TableauTiff,I want to challenge us to consider why it's important to invite people to the table. ---@Dr_TalithiaW at #data17 #datapluswomen,http://twitter.com/TableauTiff/status/917531213388169218,"October 09, 2017 at 07:24PM"
@msappel,So true @Dr_TalithiaW - Important to invite people to the table because we are in those spaces. #data17 #datapluswomen,http://twitter.com/msappel/status/917531245671628800,"October 09, 2017 at 07:24PM"
@trinalytics,Another great challenge from @Dr_TalithiaW for this community.  'Continue to invite people to the table.'  #datapluswomen #data17,http://twitter.com/trinalytics/status/917531402597367808,"October 09, 2017 at 07:25PM"
@databrit,"RT @BecomingDataSci: So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/databrit/status/917531726301208576,"October 09, 2017 at 07:26PM"
@databrit,"RT @kajepo: Ladies of @SheTalksData, @databrit &amp; @datachloe, recognizing these fab women in starting the #DataPlusWomen communiâ€_ https://t.co/PTwHTEcJnD",http://twitter.com/databrit/status/917531764884611073,"October 09, 2017 at 07:26PM"
@databrit,"RT @TableauTiff: Live from #data17, @databrit and @datachloe take the stage and thank these 6 gems! #DataPlusWomenâ€_ https://t.co/vnLiIB8qvn",http://twitter.com/databrit/status/917531787479228416,"October 09, 2017 at 07:26PM"
@databrit,RT @kajepo: Kicking off #Data17 with my fav event #DataPlusWomen with two of my fav #DataLadies @databrit &amp; @datachloe! https://t.co/R7VNVVDRRl,http://twitter.com/databrit/status/917531804575309826,"October 09, 2017 at 07:26PM"
@BrittanyLPaxman,Rock star panel of pioneering women at #datapluswomen #data17 https://t.co/7nWXgFggXu,http://twitter.com/BrittanyLPaxman/status/917531894736023552,"October 09, 2017 at 07:27PM"
@BitKitteh,"RT @BecomingDataSci: So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/BitKitteh/status/917531981709053952,"October 09, 2017 at 07:27PM"
@SDCastle_2016,Let the good times roll @ #data17! https://t.co/jEeODM3y7D,http://twitter.com/SDCastle_2016/status/917531992731795456,"October 09, 2017 at 07:27PM"
@jdemby,Getting to mix and mingle at #TC17 #Data17 Speakerâ€™s reception.  Kudos to Tableau for the perfect â€˜Speakerâ€™s Giftâ€™!! https://t.co/2ejS44i3Vp,http://twitter.com/jdemby/status/917532024524681216,"October 09, 2017 at 07:27PM"
@josh_tapley,"RT @BecomingDataSci: So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/josh_tapley/status/917532066195005440,"October 09, 2017 at 07:27PM"
@ishareknowledge,Please read https://t.co/Hx3s7SRdyw #fraud #cfe #education #policy #college #Parents #exam #criminology #FolloMe #data17 #datapluswomen,http://twitter.com/ishareknowledge/status/917532111124549632,"October 09, 2017 at 07:27PM"
@shawnevandeusen,Panel of accomplished women at #DataPlusWomen #DATA17 https://t.co/hraLsYD8mj,http://twitter.com/shawnevandeusen/status/917532220490883072,"October 09, 2017 at 07:28PM"
@hoppyokapi,Loving Data+Women - my first #data17 seasion! https://t.co/gnYvkB0JlA,http://twitter.com/hoppyokapi/status/917532417052655616,"October 09, 2017 at 07:29PM"
@TableauTiff,Panelists on stage for #datapluswomen at #data17... intro advice: follow PuppyOliver on instagram. https://t.co/Ow72d5vxQg,http://twitter.com/TableauTiff/status/917532430310924289,"October 09, 2017 at 07:29PM"
@shawnevandeusen,RT @BrittanyLPaxman: Rock star panel of pioneering women at #datapluswomen #data17 https://t.co/7nWXgFggXu,http://twitter.com/shawnevandeusen/status/917532439341277185,"October 09, 2017 at 07:29PM"
@FunwithZs,"Youâ€™re in the right place when topics include God, The Holy Spirit, Inclusion and Data!!!  I âù_ï¸è Dr. Talithia Williams #datapluswomen #data17",http://twitter.com/FunwithZs/status/917532469926047744,"October 09, 2017 at 07:29PM"
@EllenMellon_88,"RT @BecomingDataSci: So many data women (and friends ï˜€) yaaaaaah!She said Data+Women is Streaming on Facebook now! #Data17 @tableau https://t.co/hb00PbVcLt",http://twitter.com/EllenMellon_88/status/917532539551735808,"October 09, 2017 at 07:29PM"
@pettiross,Reconnecting at #data17. #meandmyzen @tfoldi @ryanvizzes https://t.co/2vebqBp8Bx,http://twitter.com/pettiross/status/917532597659385856,"October 09, 2017 at 07:29PM"
@kopernikus001,What an incredible panel. #DataPlusWomen #data17 https://t.co/0rgGNBj51G,http://twitter.com/kopernikus001/status/917532802156945408,"October 09, 2017 at 07:30PM"
@MatthewScullion,"RT @matillion: It's almost @tableau time! We will be at booth #121. Stop by for demos, expert advice &amp; giveaways! See you @â€_ https://t.co/OHpzVpXlEL",http://twitter.com/MatthewScullion/status/917533003013910528,"October 09, 2017 at 07:31PM"
@iamBrianElrod,Calling all #Tennessee @tableau users at #Data17 come meet up with us on Wednesday morning at #TheBarChart for #TUGâ€_ https://t.co/DN7XWegnIP,http://twitter.com/iamBrianElrod/status/917533039999180800,"October 09, 2017 at 07:31PM"
@josh_tapley,RT @DGM885: Stop by our booth and get a pair of dataviz socks. #Data17 #InterWorks https://t.co/pC1KWbQCzW,http://twitter.com/josh_tapley/status/917533079622754304,"October 09, 2017 at 07:31PM"
@TristanGuillevi,"And final step, Mandalay check in! #data17 https://t.co/TvZWX5Yh4r",http://twitter.com/TristanGuillevi/status/917533178604150785,"October 09, 2017 at 07:32PM"
